,target,age,internet_activity_score,employee_count,employees_count_mom_change,has_the_team_size_grown,last_funding_amount,number_of_investors_in_seed,number_of_investors_in_angel_and_or_vc,number_of_co-founders,number_of_of_advisors,team_size_senior_leadership,team_size_all_employees,prev_round_angel_venture,number_of_of_repeat_investors,number_of__sales_support_material,worked_in_top_companies,average_size_of_companies_worked_for_in_the_past,startup_presence,success_startup_presence,big_5_consulting,consulting_experience?,catering_to_product/service_across_verticals,focus_on_consumer_data?,subscription_based_business,capital_intensive,number_of__of_partners_of_company,crowdsourcing_based_business,crowdfunding_based_business,machine_learning_based_business,predictive_analytics_business,speech_analytics_business,prescriptive_analytics_business,big_data_business,cross-channel_analytics/_marketing_channels,owns_data,aggregator_market,top_forum_talk,founders_avg_exp,exposure_across_the_globe,breadth_of_experience_across_verticals,years_of_education,relevance_of_education_to_venture,relevance_of_experience_to_venture,degree_from_a_tier_1_or_tier_2_university?,renowned_in_professional_circle,experience_in_selling_and_building_products,experience_in_fortune_100_organizations,experience_in_fortune_500_organizations,top_management_similarity,founders_recognitions,number_of__of_research_publications,skills_score,team_composition_score,dificulty_of_obtaining_work_force,pricing_strategy,hyper_localisation,time_to_market_service_or_product,employee_benefits_and_salary_structures,long_term_relationship_with_other_founders,proprietary_or_patent_position_(competitive_position),barriers_of_entry_for_the_competitors,company_awards,controversial_history_of_founder_or_co_founder,legal_risk_and_intellectual_property,client_reputation,google_page_rank_of_company_website,analyse_unstructured_data,solutions_offered,invested_through_global_incubation_competitions?,industry_trend_in_investing,disruptiveness_of_technology,number_of_direct_competitors,avg_inv,tech_maturity_years,percent_skill_entrepreneurship,percent_skill_operations,percent_skill_engineering,percent_skill_marketing,percent_skill_leadership,percent_skill_data_science,percent_skill_business_strategy,percent_skill_product_management,percent_skill_sales,percent_skill_domain,percent_skill_law,percent_skill_consulting,percent_skill_finance,percent_skill_investment,renown_score,continent_of_company_asia,continent_of_company_europe,continent_of_company_north america,continent_of_company_south america,product_or_service_company?_both,product_or_service_company?_product,product_or_service_company?_service,focus_on_private_or_public_data?_both,focus_on_private_or_public_data?_no,focus_on_private_or_public_data?_private,focus_on_private_or_public_data?_public,focus_on_structured_or_unstructured_data_both,focus_on_structured_or_unstructured_data_no,focus_on_structured_or_unstructured_data_not applicable,focus_on_structured_or_unstructured_data_structured,focus_on_structured_or_unstructured_data_unstructured,cloud_or_platform_based_serive/product?_both,cloud_or_platform_based_serive/product?_cloud,cloud_or_platform_based_serive/product?_none,cloud_or_platform_based_serive/product?_platform,local_or_global_player_global,local_or_global_player_local,local_or_global_player_local  ,linear_or_non-linear_business_model_linear,linear_or_non-linear_business_model_non-linear,online_offline_both,online_offline_offline,online_offline_online,b2c_or_b2b_venture?_b2b,b2c_or_b2b_venture?_b2c,highest_education_bachelors,highest_education_masters,highest_education_phd,gartner_hype_cycle_stage_peak,gartner_hype_cycle_stage_plateau,gartner_hype_cycle_stage_slope,gartner_hype_cycle_stage_trigger,gartner_hype_cycle_stage_trough
107,1,3.0,338.0,12.0,9.0,0,175000.0,22.0,0.0,2,0,2,10.0,1,2.0,1,1,3,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,3,1,3,21.0,1,1,2,500.0,3,1.0,0.0,1,3.0,0,19.0,2,2,0,0,1,1,0,0,1,0,0,0,1,431282.0,1,0,1,2.0,1,0.0,6.483333332999999,2,20.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
108,1,4.0,-46.0,0.0,0.0,0,1000000.0,1.0,0.0,1,0,3,10.0,0,0.0,2,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,3,21.0,1,1,1,500.0,3,0.0,0.0,1,21.0,0,25.0,2,3,1,0,1,1,0,1,0,0,0,0,1,1370603.0,1,1,0,5.0,3,0.0,1.242857143,2,11.76470588,0.0,29.41176471,29.41176471,0.0,0.0,17.64705882,5.882352941000001,5.882352941000001,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
109,1,4.0,16.0,4.0,0.0,0,1000000.0,1.0,0.0,0,0,3,10.0,0,0.0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,2,21.0,1,1,3,500.0,3,0.0,0.0,1,1.0,0,22.0,1,2,0,0,1,1,0,0,1,0,0,0,1,12799600.0,1,1,0,3.0,2,0.0,2.0,2,16.66666667,5.555555556,0.0,38.88888889,5.555555556,16.66666667,11.11111111,0.0,5.555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
110,1,4.0,361.0,8.0,0.0,0,500000.0,3.0,0.0,2,1,5,10.0,0,0.0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,2,18.0,1,1,3,500.0,3,0.0,0.0,1,0.0,0,13.0,2,2,1,0,1,1,0,1,1,0,0,0,3,91162.0,0,1,0,3.0,2,5.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
111,1,2.0,98.0,17.0,0.0,0,1000000.0,5.0,0.0,3,4,4,14.0,0,0.0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,3,21.0,1,1,2,500.0,3,0.0,0.0,3,28.0,0,57.5,3,2,1,0,1,2,1,1,1,0,0,0,1,1752170.0,1,1,0,4.0,3,0.0,6.0,2,8.088235294,6.25,21.69117647,3.921568627,6.25,6.004901961,4.166666667,4.044117647,6.25,0.0,0.0,0.0,0.0,0.0,6.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
112,1,4.0,0.0,0.0,0.0,0,1000000.0,4.0,0.0,0,0,3,15.0,0,0.0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,3,1,2,21.0,1,1,2,500.0,1,0.0,0.0,3,0.0,0,23.5,2,2,1,0,1,1,1,1,1,0,0,0,1,544030.0,1,0,0,3.0,2,0.0,12.0,2,5.555555556,0.0,5.555555556,5.555555556,5.555555556,16.66666667,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,27.77777778,11.11111111,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
113,1,2.0,161.0,21.0,5.0,0,1100000.0,8.0,0.0,0,0,4,50.0,0,0.0,1,1,3,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,2,2,1,3,21.0,1,1,3,500.0,3,0.0,0.0,0,2.0,0,25.0,2,2,1,0,1,2,0,0,1,0,0,0,1,6864799.0,1,1,0,3.0,2,0.0,10.0,1,11.76470588,0.0,5.882352941000001,0.0,5.882352941000001,5.882352941000001,47.05882353,0.0,5.882352941000001,5.882352941000001,0.0,5.882352941000001,0.0,5.882352941000001,4.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
114,1,5.0,230.0,8.0,0.0,0,650000.0,6.0,0.0,1,2,4,11.0,0,0.0,1,1,3,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,2,2,1,1,18.0,1,1,3,500.0,1,0.0,1.0,1,1.0,0,16.5,2,2,1,0,2,1,0,0,1,0,0,0,1,64262.0,1,1,1,3.0,2,0.0,12.0,1,6.25,0.0,81.25,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
115,1,1.0,0.0,0.0,0.0,0,1000000.0,1.0,0.0,0,0,3,10.0,0,0.0,1,1,3,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,1,18.0,0,1,1,500.0,3,0.0,0.0,0,0.0,0,6.5,2,2,1,0,1,1,0,1,0,0,0,1,1,1058457.0,1,0,0,0.0,1,0.0,6.0,1,0.0,0.0,28.57142857,0.0,0.0,71.42857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
116,1,3.0,528.0,12.0,0.0,0,750000.0,3.0,0.0,0,4,4,5.0,0,0.0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,3,1,3,21.0,1,1,1,500.0,3,0.0,0.0,0,8.0,0,14.5,2,2,1,0,1,1,0,1,1,0,0,1,1,194733.0,1,1,0,4.0,3,0.0,6.0,2,0.0,0.0,9.090909091,36.36363636,0.0,9.090909091,27.27272727,9.090909091,0.0,9.090909091,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
117,1,5.0,512.0,14.0,-7.0,0,17000000.0,0.0,0.0,3,0,4,50.0,0,0.0,3,0,2,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,18.0,0,1,3,500.0,3,0.0,0.0,1,1.0,0,19.5,2,2,1,0,1,1,1,0,1,0,0,0,3,263431.0,1,0,0,2.0,1,0.0,11.51666667,2,0.0,0.0,38.88888889,0.0,0.0,8.333333332999999,2.777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
118,1,9.0,78.0,32.0,7.0,0,10000000.0,0.0,0.0,2,7,5,10.0,0,3.0,2,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,3,1,3,18.0,1,1,2,500.0,3,0.0,0.0,2,0.0,0,35.0,3,2,1,0,1,1,0,0,1,0,0,0,3,709728.0,0,0,0,3.0,2,0.0,10.03333333,1,2.777777778,11.11111111,77.77777778,0.0,0.0,0.0,8.333333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
119,1,6.0,150.0,22.0,0.0,0,3500000.0,1.0,0.0,2,1,8,18.0,0,0.0,3,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,2,18.0,1,1,2,500.0,3,0.0,0.0,1,0.0,0,17.0,3,1,1,0,1,1,1,0,1,0,0,0,1,29452.0,1,0,0,3.0,2,5.0,20.0,2,7.692307692000001,0.0,0.0,3.8461538460000004,0.0,0.0,15.38461538,0.0,7.692307692000001,11.53846154,0.0,0.0,0.0,3.8461538460000004,5.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
120,1,2.0,129.0,16.0,0.0,0,1700000.0,0.0,0.0,0,0,7,15.0,0,0.0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,2,1,1,18.0,1,1,2,500.0,1,0.0,0.0,1,1.0,0,22.0,3,2,1,0,1,1,0,0,1,1,0,0,1,297388.0,1,0,0,3.0,2,0.0,15.0,2,0.0,0.0,0.0,69.23076923,0.0,0.0,15.38461538,0.0,0.0,15.38461538,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
121,1,4.0,-4.0,12.0,0.0,0,7000000.0,1.0,0.0,1,0,4,50.0,0,0.0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,3,1,2,18.0,1,1,1,500.0,3,0.0,0.0,1,0.0,0,23.0,1,2,1,0,1,1,0,0,1,0,0,0,3,245871.0,0,1,0,3.0,2,0.0,9.233333333,2,11.11111111,0.0,0.0,27.77777778,0.0,11.11111111,22.22222222,0.0,11.11111111,16.66666667,0.0,0.0,0.0,0.0,7.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
122,1,3.0,29.0,5.0,0.0,0,1000000.0,0.0,0.0,0,4,2,5.0,0,0.0,1,0,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,2,18.0,1,1,3,500.0,3,0.0,0.0,2,12.0,0,43.5,1,2,1,0,1,1,1,0,1,0,0,0,1,2134030.0,1,1,0,3.0,2,0.0,12.0,2,8.333333332999999,2.777777778,25.0,8.333333332999999,0.0,2.777777778,27.77777778,8.333333332999999,5.555555556,5.555555556,0.0,0.0,2.777777778,2.777777778,7.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
123,1,4.0,-68.0,35.0,3.0,0,11000000.0,0.0,0.0,3,7,7,50.0,0,1.0,3,0,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,3,1,3,25.0,1,1,3,500.0,3,0.0,0.0,3,12.0,0,23.0,3,2,1,0,1,2,1,1,1,0,0,0,1,1842172.0,1,1,0,4.0,2,0.0,6.233333332999999,2,11.11111111,0.0,50.0,0.0,0.0,16.66666667,5.555555556,5.555555556,5.555555556,5.555555556,0.0,0.0,0.0,0.0,9.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
124,1,3.0,266.0,37.0,9.0,0,35000000.0,0.0,0.0,2,0,4,11.0,0,1.0,1,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,1,3,25.0,1,1,3,500.0,3,1.0,0.0,3,3.0,1,53.0,3,2,1,0,1,2,1,0,1,0,0,0,1,226890.0,0,1,1,3.0,2,0.0,10.27777778,2,5.882352941000001,0.0,39.433551200000004,1.960784314,1.960784314,3.8126361660000003,3.8126361660000003,1.960784314,3.921568627,1.960784314,0.0,0.0,0.0,1.960784314,5.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
125,1,3.0,70.0,9.0,13.0,0,50000.0,0.0,0.0,5,0,6,10.0,0,0.0,1,0,3,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,3,1,3,21.0,1,1,1,25.0,3,0.0,0.0,3,0.0,0,36.0,3,2,1,0,1,1,0,1,1,0,0,1,1,4910627.0,1,1,0,3.0,2,0.0,5.3555555560000005,2,0.0,0.0,41.66666667,0.0,0.0,2.777777778,2.777777778,0.0,0.0,0.0,0.0,0.0,2.777777778,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
126,1,8.0,113.0,138.0,-1.0,1,9400000.0,0.0,0.0,1,7,9,130.0,0,2.0,2,0,3,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,2,2,1,1,18.0,1,1,1,500.0,3,0.0,0.0,0,0.0,0,0.0,3,2,1,0,1,1,0,1,1,0,0,1,3,408646.0,1,1,0,4.0,2,8.0,18.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0
127,1,3.0,147.0,11.0,22.0,0,1700000.0,0.0,0.0,2,0,3,15.0,0,0.0,0,0,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,3,1,3,21.0,1,1,3,500.0,2,0.0,0.0,0,0.0,0,14.0,2,2,1,0,1,2,0,0,1,0,0,0,1,1046310.0,1,1,0,3.0,2,0.0,4.3,2,16.66666667,0.0,8.333333332999999,8.333333332999999,0.0,0.0,41.66666667,0.0,8.333333332999999,0.0,0.0,8.333333332999999,0.0,8.333333332999999,4.0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
128,1,4.0,62.0,16.0,0.0,0,1000000.0,0.0,0.0,1,0,5,50.0,0,0.0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,18.0,1,1,1,500.0,2,0.0,0.0,0,0.0,0,0.0,3,3,1,0,1,2,0,0,0,0,0,0,3,2352334.0,1,1,0,4.0,3,0.0,6.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
129,1,15.0,150.0,178.0,6.0,1,6100000.0,0.0,0.0,0,0,10,175.0,0,0.0,3,0,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,1,1,1,0,1,3,1,3,21.0,1,1,3,439.0,1,0.0,0.0,0,0.0,1,13.5,3,2,1,0,2,2,0,0,1,0,0,0,1,1085205.0,1,1,0,3.0,2,0.0,5.344444444,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
130,1,6.0,429.0,73.0,11.0,0,16000000.0,0.0,6.0,0,0,6,75.0,0,3.0,3,0,1,1,1,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,2,2,1,2,21.0,1,1,1,500.0,3,0.0,0.0,0,0.0,0,26.0,3,2,1,0,1,2,0,1,1,1,0,0,3,28190.0,1,1,0,4.0,2,2.0,7.306666667000001,1,10.0,0.0,15.0,15.0,0.0,10.0,30.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
131,1,8.0,-385.0,118.0,-6.0,1,13000000.0,0.0,0.0,2,0,12,120.0,0,1.0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,3,1,3,21.0,1,1,3,500.0,3,0.0,0.0,3,2.0,0,24.5,3,2,1,0,1,2,1,1,1,1,0,0,2,211794.0,1,1,0,3.0,2,2.0,5.777777778,1,8.823529412000001,0.0,2.9411764710000003,8.823529412000001,2.9411764710000003,5.882352941000001,8.823529412000001,0.0,11.76470588,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
132,1,2.0,96.0,10.0,0.0,0,1000000.0,0.0,1.0,3,3,4,16.0,0,0.0,1,0,2,1,1,0,1,1,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,2,1,2,18.0,1,1,1,500.0,2,0.0,0.0,0,0.0,0,7.5,3,2,1,0,1,1,0,0,1,0,0,0,1,1603864.0,1,1,0,4.0,3,0.0,1.0,2,25.0,0.0,37.5,0.0,0.0,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
133,1,4.0,81.0,22.0,5.0,0,2000000.0,0.0,2.0,1,0,8,23.0,0,0.0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,2,18.0,1,1,2,448.0,3,0.0,0.0,1,0.0,0,21.0,3,2,1,0,1,1,1,0,1,0,0,0,1,731564.0,1,0,0,3.0,2,4.0,7.45,2,11.11111111,5.555555556,16.66666667,5.555555556,22.22222222,11.11111111,11.11111111,5.555555556,5.555555556,0.0,0.0,0.0,0.0,5.555555556,2.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
134,1,2.0,627.0,4.0,0.0,0,1000000.0,0.0,1.0,1,0,1,10.0,0,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,1,18.0,1,1,2,500.0,3,0.0,0.0,1,6.0,0,23.0,2,2,1,0,1,1,0,1,1,0,0,0,1,193129.0,0,1,0,3.0,2,0.0,8.0,3,0.0,0.0,0.0,76.47058824,0.0,17.64705882,0.0,0.0,5.882352941000001,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
135,0,10.0,0.0,12.0,9.0,1,62500000.0,0.0,0.0,3,1,5,100.0,1,0.0,1,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,18.0,0,1,3,500.0,3,0.0,0.0,1,3.0,0,100.0,1,1,0,0,1,1,0,1,1,0,1,1,2,7941.0,0,1,0,3.0,2,0.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
136,0,14.0,0.0,18.0,0.0,0,15000000.0,0.0,0.0,0,0,8,50.0,1,0.0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,21.0,1,1,3,500.0,3,0.0,1.0,3,0.0,0,25.0,2,1,0,1,1,1,0,0,0,0,0,0,1,7941.0,0,1,0,2.0,2,0.0,7.4,2,0.0,0.0,22.22222222,11.11111111,11.11111111,0.0,0.0,0.0,0.0,44.44444444,0.0,0.0,11.11111111,0.0,5.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
137,0,10.0,-445.0,79.0,-2.0,1,5000000.0,0.0,0.0,1,0,6,10.0,1,0.0,3,1,2,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,3,1,2,21.0,1,1,2,500.0,3,1.0,0.0,1,1.0,0,200.0,1,1,0,0,1,1,0,0,1,0,0,1,1,483.0,0,0,0,3.0,2,28.0,17.58333333,2,12.5,3.125,12.5,9.375,18.75,3.125,21.875,6.25,0.0,9.375,0.0,0.0,0.0,3.125,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
138,0,9.0,-91.0,3.0,0.0,0,25000000.0,0.0,0.0,3,0,5,30.0,1,0.0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,3,3,1,1,25.0,1,1,3,16.0,1,0.0,0.0,0,0.0,0,0.0,1,1,1,0,1,1,0,0,1,0,0,0,1,545749.0,0,1,0,2.0,1,4.0,6.85,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
139,0,5.0,-69.0,0.0,0.0,0,5000000.0,0.0,0.0,0,0,5,80.0,1,1.0,2,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,21.0,1,1,1,500.0,2,0.0,0.0,0,0.0,0,8.0,1,2,1,0,1,1,0,1,1,0,0,0,1,8990243.0,0,1,0,3.0,2,9.0,2.7611111110000004,2,13.33333333,0.0,13.33333333,0.0,0.0,0.0,46.66666667,6.666666667,6.666666667,6.666666667,0.0,0.0,0.0,6.666666667,3.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
140,0,9.0,-46.0,0.0,0.0,0,1000000.0,0.0,1.0,1,0,5,50.0,1,0.0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,21.0,1,1,3,500.0,3,0.0,0.0,0,0.0,0,25.0,1,1,1,0,1,1,0,0,1,0,0,0,1,8714861.0,0,1,0,2.0,1,0.0,5.05,2,11.76470588,0.0,5.882352941000001,23.52941176,0.0,0.0,17.64705882,11.76470588,5.882352941000001,23.52941176,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
141,0,6.0,14.0,35.0,0.0,0,1000000.0,0.0,0.0,0,0,5,40.0,0,0.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,21.0,1,1,1,500.0,1,0.0,0.0,2,3.0,0,25.0,1,2,1,0,2,1,0,1,1,0,0,0,1,1989996.0,0,0,0,3.0,2,0.0,1.0,3,6.666666667,0.0,26.66666667,6.666666667,0.0,0.0,20.0,6.666666667,0.0,33.33333333,0.0,0.0,0.0,0.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0
142,0,2.0,16.0,1.0,0.0,0,1000000.0,0.0,0.0,1,0,1,10.0,0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,18.0,0,0,1,500.0,1,0.0,0.0,0,0.0,0,25.0,1,1,1,1,1,1,0,0,0,0,0,0,1,3274502.0,0,1,0,2.0,1,0.0,1.0,2,11.11111111,11.11111111,5.555555556,5.555555556,0.0,5.555555556,27.77777778,5.555555556,22.22222222,5.555555556,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
